meta_iter,meta_batch_size,inner_steps,inner_lr,meta_lr,delta_norm,inner_loss_mean,inner_makespan_mean,val_makespan,best_val_makespan,saved_best,duration_sec
20,16,1,0.0001,0.001,0.0032049103699900707,0.4095474027226324,1644.6875,4405.22,4405.22,1,5726.824
21,16,1,0.0001,0.001,0.0031514669958416703,0.19150606713868493,1611.75,,4405.22,0,207.645
22,16,1,0.0001,0.001,0.003221371066372164,0.6234198393820949,1643.6875,,4405.22,0,207.834
23,16,1,0.0001,0.001,0.0033878872809745197,0.32942098825580546,1632.3125,,4405.22,0,207.877
24,16,1,0.0001,0.001,0.00316092989325849,0.9670627107860686,1659.125,,4405.22,0,207.778
25,16,1,0.0001,0.001,0.003291051091436715,0.5715343996270558,1616.25,,4405.22,0,207.724
26,16,1,0.0001,0.001,0.0032589457586650623,0.6408018944994921,1599.4375,,4405.22,0,208.169
27,16,1,0.0001,0.001,0.0032304379184380327,0.3285870479506023,1658.875,,4405.22,0,207.714
28,16,1,0.0001,0.001,0.003078886067986593,0.8559810685690364,1652.25,,4405.22,0,207.025
29,16,1,0.0001,0.001,0.003110219996185645,0.6030439560335649,1601.625,,4405.22,0,206.978
30,16,1,0.0001,0.001,0.0033519449259818116,0.3202529667990904,1540.625,4407.1,4405.22,0,5718.947
31,16,1,0.0001,0.001,0.0030826964447937364,0.42831268147554746,1677.0,,4405.22,0,207.611
32,16,1,0.0001,0.001,0.003381649783402512,0.01381617516822756,1605.5,,4405.22,0,207.023
33,16,1,0.0001,0.001,0.003221115770616356,0.04084534296390315,1616.25,,4405.22,0,206.852
34,16,1,0.0001,0.001,0.00304136193122074,0.06565985728466356,1657.0,,4405.22,0,206.851
35,16,1,0.0001,0.001,0.0031638166396397317,0.5562324301927267,1602.5625,,4405.22,0,206.926
36,16,1,0.0001,0.001,0.003554302483629288,0.3666480965093617,1621.375,,4405.22,0,206.849
37,16,1,0.0001,0.001,0.0031549482369430206,0.2900708718037855,1591.8125,,4405.22,0,206.647
38,16,1,0.0001,0.001,0.0033405437531457923,0.16567540077277948,1591.625,,4405.22,0,206.814
39,16,1,0.0001,0.001,0.0030865245710158676,0.4694259170749795,1606.4375,,4405.22,0,207.066
40,16,1,0.0001,0.001,0.0031497011375531555,0.4405897862235991,1598.125,4399.34,4399.34,1,5718.847
41,16,1,0.0001,0.001,0.0032184845162348246,0.2672632115064177,1611.0,,4399.34,0,206.781
42,16,1,0.0001,0.001,0.003205609636034213,0.35410298046896715,1639.0625,,4399.34,0,206.685
43,16,1,0.0001,0.001,0.0033926430905275575,0.6973212513376363,1617.1875,,4399.34,0,206.784
44,16,1,0.0001,0.001,0.0031965044520222883,0.23365317884387568,1593.0,,4399.34,0,206.75
45,16,1,0.0001,0.001,0.003226999265220078,0.5237466898545514,1624.8125,,4399.34,0,206.716
46,16,1,0.0001,0.001,0.0030875895462346577,0.4125487662575142,1619.4375,,4399.34,0,206.874
47,16,1,0.0001,0.001,0.003447240178879414,0.36502872043272727,1608.6875,,4399.34,0,206.967
48,16,1,0.0001,0.001,0.0033750220549137286,0.7287010809452865,1606.0625,,4399.34,0,207.157
49,16,1,0.0001,0.001,0.003063562611320272,0.1870681771949349,1676.1875,,4399.34,0,207.512
50,16,1,0.0001,0.001,0.0031738833544366508,0.8556015003303924,1600.1875,4371.04,4371.04,1,5719.262
51,16,1,0.0001,0.001,0.003188341880574474,0.5513320537161155,1609.0625,,4371.04,0,207.068
52,16,1,0.0001,0.001,0.0030146937402734707,0.5184305983182146,1621.6875,,4371.04,0,206.906
53,16,1,0.0001,0.001,0.0032672744596139772,0.38395497459645944,1582.875,,4371.04,0,206.848
54,16,1,0.0001,0.001,0.003228810589329205,0.5160423093091613,1639.125,,4371.04,0,206.816
55,16,1,0.0001,0.001,0.0033880552547656973,0.42652476730862765,1615.375,,4371.04,0,206.654
56,16,1,0.0001,0.001,0.003245773315396232,0.49068387699321714,1571.375,,4371.04,0,206.525
57,16,1,0.0001,0.001,0.0032562094236242498,0.4322863648858167,1581.8125,,4371.04,0,206.595
58,16,1,0.0001,0.001,0.003349060852839887,0.44607890940469347,1587.75,,4371.04,0,206.448
59,16,1,0.0001,0.001,0.00311732130769135,0.6666058003455135,1631.5,,4371.04,0,206.47
60,16,1,0.0001,0.001,0.0031691486582600147,0.5481460304890379,1650.25,4326.88,4326.88,1,5726.428
61,16,1,0.0001,0.001,0.003183889077879519,0.7512554273894656,1665.75,,4326.88,0,207.039
62,16,1,0.0001,0.001,0.0032081495558791925,0.22046198735436828,1585.625,,4326.88,0,206.855
63,16,1,0.0001,0.001,0.0033316860580088854,0.9321641496946207,1642.6875,,4326.88,0,206.988
64,16,1,0.0001,0.001,0.003173922343578428,0.3964119413036559,1563.875,,4326.88,0,206.873
65,16,1,0.0001,0.001,0.003331918980370554,0.24042584185423874,1561.8125,,4326.88,0,207.042
66,16,1,0.0001,0.001,0.0033419356606649306,0.07561660664802616,1624.6875,,4326.88,0,207.607
67,16,1,0.0001,0.001,0.0032814968052749085,0.9184072552986531,1623.75,,4326.88,0,208.001
68,16,1,0.0001,0.001,0.0032882336426947687,0.5671807324138879,1642.4375,,4326.88,0,207.96
69,16,1,0.0001,0.001,0.0031432181888483885,0.19795266913897827,1637.25,,4326.88,0,207.82
70,16,1,0.0001,0.001,0.003243109463832385,0.4758684891101893,1627.5,4295.3,4295.3,1,5742.155
71,16,1,0.0001,0.001,0.0032629776255577283,0.31007424497070235,1610.8125,,4295.3,0,206.875
72,16,1,0.0001,0.001,0.0032417763099206157,0.17628073403900166,1615.9375,,4295.3,0,206.622
73,16,1,0.0001,0.001,0.0033029570175695452,0.46652705644505754,1626.9375,,4295.3,0,206.824
74,16,1,0.0001,0.001,0.003276096732094136,0.34660831785767476,1609.75,,4295.3,0,207.437
75,16,1,0.0001,0.001,0.003398407591782622,0.2774538755192125,1526.5625,,4295.3,0,207.397
76,16,1,0.0001,0.001,0.0032733163483398818,0.5005483744303437,1622.5,,4295.3,0,207.13
77,16,1,0.0001,0.001,0.003240700919578186,0.3833509855501273,1593.125,,4295.3,0,207.057
78,16,1,0.0001,0.001,0.003118337748096783,1.0900500596389502,1595.5,,4295.3,0,207.191
79,16,1,0.0001,0.001,0.0035251903970042737,0.5385542656786142,1623.0625,,4295.3,0,206.907
80,16,1,0.0001,0.001,0.003170240638629007,0.594182689773,1634.75,4308.18,4295.3,0,5717.131
81,16,1,0.0001,0.001,0.003235438896938999,0.7345926505875832,1588.9375,,4295.3,0,207.364
82,16,1,0.0001,0.001,0.0031011900622766055,0.6747791522583856,1579.9375,,4295.3,0,208.061
83,16,1,0.0001,0.001,0.003135079128388882,0.15886146968484618,1622.3125,,4295.3,0,207.123
84,16,1,0.0001,0.001,0.003237770012591992,0.18790344343484414,1605.0625,,4295.3,0,206.434
85,16,1,0.0001,0.001,0.00306317534102632,0.7252585255090199,1578.1875,,4295.3,0,207.195
86,16,1,0.0001,0.001,0.0032394609969871252,0.2101296139370511,1627.0,,4295.3,0,208.214
87,16,1,0.0001,0.001,0.003317890855182858,0.17175319620186114,1581.625,,4295.3,0,208.235
88,16,1,0.0001,0.001,0.0032691034735059174,1.1606179658282643,1672.6875,,4295.3,0,208.042
89,16,1,0.0001,0.001,0.003132073454402674,0.1356698378703363,1617.625,,4295.3,0,208.007
90,16,1,0.0001,0.001,0.003070732957796028,0.7374190005357864,1567.125,4269.9,4269.9,1,5736.655
91,16,1,0.0001,0.001,0.003391634516950217,0.08183387902761079,1585.625,,4269.9,0,207.777
92,16,1,0.0001,0.001,0.0033345416526164478,0.5757440354891579,1581.6875,,4269.9,0,207.254
93,16,1,0.0001,0.001,0.003422559408701731,0.12251802746983272,1575.1875,,4269.9,0,208.004
94,16,1,0.0001,0.001,0.003108019100006893,0.471294166738398,1656.75,,4269.9,0,208.169
95,16,1,0.0001,0.001,0.003104838719336995,0.3925502795455809,1619.125,,4269.9,0,208.104
96,16,1,0.0001,0.001,0.003267178782854654,0.6753901696857585,1600.25,,4269.9,0,208.169
97,16,1,0.0001,0.001,0.0033273545827730015,0.4893133848239799,1648.6875,,4269.9,0,207.557
98,16,1,0.0001,0.001,0.003320357286248587,0.24754142195448,1658.125,,4269.9,0,207.635
99,16,1,0.0001,0.001,0.003182122288375399,0.5109867525906352,1591.9375,,4269.9,0,207.976
100,16,1,0.0001,0.001,0.003206595360067142,0.839090726427864,1566.875,4217.74,4217.74,1,5735.465
